,S1_molecule,S2_molecule,T0_mod_protein_molecule,T0_plasmid_molecule,T0_protein_molecule,T1_mod_protein_molecule,T1_plasmid_molecule,T1_protein_molecule,T2_mod_protein_molecule,T2_plasmid_molecule,T2_protein_molecule,T3_mod_protein_molecule,T3_plasmid_molecule,T3_protein_molecule,T4_mod_protein_molecule,T4_plasmid_molecule,T4_plasmid_strand_molecule,T4_protein_molecule,T5_mod_protein_molecule,T5_plasmid_molecule,T5_plasmid_strand_molecule,T5_protein_molecule,T6_mod_protein_molecule,T6_plasmid_molecule,T6_plasmid_strand_molecule,T6_protein_molecule
300,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
301,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
302,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{dot: 1},{},{},{},{dot: 1},{}
303,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
304,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
305,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
306,{},{},{dot: 1},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
307,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
308,{},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
309,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
310,{},{},{},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
311,{},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
312,{},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
313,{},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
314,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
315,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
316,{},{},{},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
317,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
318,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
319,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
320,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
321,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
322,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
323,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
324,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
325,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
326,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
327,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
328,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
329,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
330,{},{},{dot: 1},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
331,{},{},{},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
332,{},{},{dot: 1},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
333,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
334,{},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
335,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
336,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
337,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
338,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
339,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
340,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
341,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
342,{},{},{},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
343,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
344,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
345,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
346,{},{},{dot: 2},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
347,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
348,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
349,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
350,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
351,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
352,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
353,{},{},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
354,{},{},{dot: 2},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
355,{},{},{dot: 2},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
356,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
357,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
358,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
359,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
360,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
361,{},{},{},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
362,{},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
363,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
364,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
365,{},{},{},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
366,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
367,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
368,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
369,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
370,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
371,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
372,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
373,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
374,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
375,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
376,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
377,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
378,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
379,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
380,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
381,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
382,{},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
383,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
384,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
385,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
386,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
387,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
388,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
389,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
390,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
391,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
392,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
393,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
394,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
395,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
396,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
397,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
398,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
399,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
400,{},{},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
401,{},{},{dot: 2},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
402,{},{},{dot: 3},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
403,{},{},{dot: 3},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
404,{},{},{dot: 2},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
405,{},{},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
406,{},{},{dot: 1},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
407,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
408,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
409,{},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
410,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
411,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
412,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
413,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
414,{},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
415,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
416,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
417,{},{},{dot: 1},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
418,{},{},{dot: 1},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
419,{},{},{dot: 2},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
420,{},{},{dot: 1},{dot: 1},{dot: 4},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
421,{},{},{dot: 2},{dot: 1},{dot: 4},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
422,{},{},{dot: 3},{dot: 1},{dot: 3},{dot: 2},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
423,{},{},{dot: 3},{dot: 1},{dot: 3},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
424,{},{},{dot: 3},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
425,{},{},{dot: 4},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
426,{},{},{dot: 5},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
427,{},{},{dot: 4},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
428,{},{},{dot: 4},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
429,{},{},{dot: 4},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
430,{},{},{dot: 4},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
431,{},{},{dot: 3},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
432,{},{},{dot: 4},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
433,{},{},{dot: 3},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{dot: 1},{},{},{},{dot: 1},{},{}
